"PRASYMO_ID";"PRASYMO_PATEIKIMO_DATA";"LANKYTI_NUO";"ISTAIGA";"ISTAIGOS_KODAS";"KALBA";"PAGEIDAUJAMA_LANKYTI_KLASE"
"564";"2017-03-01 09:20:41";"2017-09-01";"Vilniaus Joachimo Lelevelio inžinerijos mokykla";"190000175";"ru";"1"
"565";"2017-03-01 09:20:44";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"566";"2017-03-01 09:20:47";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"566";"2017-03-01 09:20:47";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"567";"2017-03-01 09:20:48";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"568";"2017-03-01 09:20:49";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"1"
"569";"2017-03-01 09:20:49";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"4"
"569";"2017-03-01 09:20:49";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"4"
"569";"2017-03-01 09:20:49";"2017-09-01";"Vilniaus darželis-mokykla ""Dainorėliai""";"190012291";"lt";"4"
"570";"2017-03-01 09:20:50";"2017-09-01";"Vilniaus karaliaus Mindaugo mokykla";"190005336";"lt";"1"
"570";"2017-03-01 09:20:50";"2017-09-01";"Vilniaus ""Vilnies"" pagrindinė mokykla";"191715435";"lt";"1"
"571";"2017-03-01 09:20:52";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"3"
"572";"2017-03-01 09:20:53";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
"572";"2017-03-01 09:20:53";"2017-09-01";"Vilniaus ""Pelėdos"" pradinė mokykla";"190016165";"lt";"1"
"572";"2017-03-01 09:20:53";"2017-09-01";"Vilniaus ""Vyturio"" pradinė mokykla";"190009167";"lt";"1"
"572";"2017-03-01 09:20:53";"2017-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"572";"2017-03-01 09:20:53";"2017-09-01";"Vilniaus ""Taikos"" progimnazija";"195007889";"lt";"1"
"573";"2017-03-01 09:21:02";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"1"
"574";"2017-03-01 09:21:04";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"574";"2017-03-01 09:21:04";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"575";"2017-03-01 09:21:05";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"1"
"576";"2017-03-01 09:21:05";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"578";"2017-03-01 09:21:08";"2017-09-01";"Vilniaus Radvilų gimnazija";"190003285";"lt";"9"
"579";"2017-03-01 09:21:08";"2017-09-01";"Vilniaus Antano Vienuolio progimnazija";"300134205";"lt";"1"
"579";"2017-03-01 09:21:08";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
"579";"2017-03-01 09:21:08";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"579";"2017-03-01 09:21:08";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"580";"2017-03-01 09:21:10";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"580";"2017-03-01 09:21:10";"2017-09-01";"Vilniaus Fabijoniškių mokykla";"190003851";"lt";"1"
"580";"2017-03-01 09:21:10";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"581";"2017-03-01 09:21:12";"2017-09-01";"Vilniaus ""Taikos"" progimnazija";"195007889";"lt";"5"
"582";"2017-03-01 09:21:12";"2017-09-01";"Vilniaus Medeinos pradinė mokykla";"190032746";"lt";"1"
"582";"2017-03-01 09:21:12";"2017-09-01";"Vilniaus ""Aušros"" mokykla-darželis";"190032365";"lt";"1"
"582";"2017-03-01 09:21:12";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"1"
"583";"2017-03-01 09:21:12";"2017-09-01";"Vilniaus ""Sietuvos"" progimnazija";"190008784";"lt";"1"
"583";"2017-03-01 09:21:12";"2017-09-01";"Vilniaus ""Pelėdos"" pradinė mokykla";"190016165";"lt";"1"
"583";"2017-03-01 09:21:12";"2017-09-01";"Vilniaus Martyno Mažvydo progimnazija";"195003862";"lt";"1"
"584";"2017-03-01 09:21:16";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"584";"2017-03-01 09:21:16";"2017-09-01";"Vilniaus Šeškinės pradinė mokykla";"191713384";"lt";"1"
"584";"2017-03-01 09:21:16";"2017-09-01";"Vilniaus Fabijoniškių mokykla";"190003851";"lt";"1"
"584";"2017-03-01 09:21:16";"2017-09-01";"Vilniaus Simono Stanevičiaus progimnazija";"290008970";"lt";"1"
"584";"2017-03-01 09:21:16";"2017-09-01";"Vilniaus Žygimanto Augusto pagrindinė mokykla";"290003090";"lt";"1"
"585";"2017-03-01 09:21:19";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"5"
"585";"2017-03-01 09:21:19";"2017-09-01";"Vilniaus Emilijos Pliaterytės progimnazija";"195472653";"lt";"5"
"585";"2017-03-01 09:21:19";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"5"
"586";"2017-03-01 09:21:20";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"587";"2017-03-01 09:21:21";"2017-09-01";"Vilniaus ""Santaros"" progimnazija";"304089978";"ru";"1"
"587";"2017-03-01 09:21:21";"2017-09-01";"Vilniaus Naujamiesčio mokykla";"290004420";"ru";"1"
"588";"2017-03-01 09:21:22";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"589";"2017-03-01 09:21:22";"2018-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"589";"2017-03-01 09:21:22";"2018-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"589";"2017-03-01 09:21:22";"2018-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"589";"2017-03-01 09:21:22";"2018-09-01";"Vilniaus Šolomo Aleichemo ORT gimnazija";"190009352";"lt";"1"
"589";"2017-03-01 09:21:22";"2018-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"590";"2017-03-01 09:21:24";"2017-09-01";"Vilniaus Karoliniškių gimnazija";"190008631";"lt";"9"
"590";"2017-03-01 09:21:24";"2017-09-01";"Vilniaus Simono Daukanto gimnazija";"301806652";"lt";"9"
"590";"2017-03-01 09:21:24";"2017-09-01";"Vilniaus Mykolo Biržiškos gimnazija";"190003328";"lt";"9"
"591";"2017-03-01 09:21:25";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"592";"2017-03-01 09:21:30";"2017-09-01";"Vilniaus ""Vyturio"" pradinė mokykla";"190009167";"lt";"1"
"592";"2017-03-01 09:21:30";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"592";"2017-03-01 09:21:30";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"593";"2017-03-01 09:21:30";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"1"
"593";"2017-03-01 09:21:30";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"1"
"594";"2017-03-01 09:21:31";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"1"
"594";"2017-03-01 09:21:31";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"594";"2017-03-01 09:21:31";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"594";"2017-03-01 09:21:31";"2017-09-01";"Vilniaus Balsių progimnazija";"302589995";"lt";"1"
"594";"2017-03-01 09:21:31";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"595";"2017-03-01 09:21:32";"2017-09-01";"Vilniaus ""Santaros"" progimnazija";"304089978";"ru";"1"
"595";"2017-03-01 09:21:32";"2017-09-01";"Vilniaus ""Ateities"" mokykla";"190003666";"ru";"1"
"595";"2017-03-01 09:21:32";"2017-09-01";"Vilniaus Aleksandro Puškino mokykla";"190003470";"ru";"1"
"595";"2017-03-01 09:21:32";"2017-09-01";"Vilniaus Naujamiesčio mokykla";"290004420";"ru";"1"
"596";"2017-03-01 09:21:34";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"596";"2017-03-01 09:21:34";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"596";"2017-03-01 09:21:34";"2017-09-01";"Vilniaus Emilijos Pliaterytės progimnazija";"195472653";"lt";"1"
"597";"2017-03-01 09:21:34";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"5"
"597";"2017-03-01 09:21:34";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"5"
"597";"2017-03-01 09:21:34";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"5"
"597";"2017-03-01 09:21:34";"2017-09-01";"Vilniaus Žvėryno gimnazija";"190001081";"lt";"5"
"597";"2017-03-01 09:21:34";"2017-09-01";"Vilniaus ""Sietuvos"" progimnazija";"190008784";"lt";"5"
"598";"2017-03-01 09:21:38";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"9"
"598";"2017-03-01 09:21:38";"2017-09-01";"Vilniaus licėjus";"291221220";"lt";"9"
"598";"2017-03-01 09:21:38";"2017-09-01";"Vilniaus Žirmūnų gimnazija";"190000360";"lt";"9"
"598";"2017-03-01 09:21:38";"2017-09-01";"Vilniaus Salomėjos Nėries gimnazija";"190004387";"lt";"9"
"598";"2017-03-01 09:21:38";"2017-09-01";"Vilniaus Antakalnio gimnazija";"302817872";"lt";"9"
"599";"2017-03-01 09:21:40";"2017-09-01";"Vilniaus darželis-mokykla ""Vilija""";"190022976";"pl";"1"
"600";"2017-03-01 09:21:40";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"600";"2017-03-01 09:21:40";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"601";"2017-03-01 09:21:42";"2017-09-01";"Vilniaus Simono Stanevičiaus progimnazija";"290008970";"lt";"1"
"601";"2017-03-01 09:21:42";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"601";"2017-03-01 09:21:42";"2017-09-01";"Vilniaus Fabijoniškių mokykla";"190003851";"lt";"1"
"603";"2017-03-01 09:21:47";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"1"
"603";"2017-03-01 09:21:47";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"603";"2017-03-01 09:21:47";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"1"
"603";"2017-03-01 09:21:47";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"603";"2017-03-01 09:21:47";"2017-09-01";"Vilniaus darželis-mokykla ""Dainorėliai""";"190012291";"lt";"1"
"604";"2017-03-01 09:21:50";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"1"
"604";"2017-03-01 09:21:50";"2017-09-01";"Vilniaus ""Sietuvos"" progimnazija";"190008784";"lt";"1"
"605";"2017-03-01 09:21:51";"2017-09-01";"Vilniaus Balsių progimnazija";"302589995";"lt";"1"
"606";"2017-03-01 09:21:51";"2017-09-01";"Vilniaus Šeškinės pradinė mokykla";"191713384";"lt";"1"
"607";"2017-03-01 09:21:52";"2017-09-01";"Vilniaus Sofijos Kovalevskajos progimnazija";"304075156";"ru";"1"
"607";"2017-03-01 09:21:52";"2017-09-01";"Vilniaus darželis-mokykla ""Lokiukas""";"190028139";"ru";"1"
"607";"2017-03-01 09:21:52";"2017-09-01";"Vilniaus Levo Karsavino mokykla";"190002411";"ru";"1"
"607";"2017-03-01 09:21:52";"2017-09-01";"Vilniaus darželis-mokykla ""Svaja""";"190026654";"ru";"1"
"607";"2017-03-01 09:21:52";"2017-09-01";"Vilniaus Lazdynų mokykla";"190005489";"ru";"1"
"608";"2017-03-01 09:21:54";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"609";"2017-03-01 09:21:55";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"5"
"609";"2017-03-01 09:21:55";"2017-09-01";"Vilniaus Antano Vienuolio progimnazija";"300134205";"lt";"5"
"609";"2017-03-01 09:21:55";"2017-09-01";"Vilniaus ""Vilnies"" pagrindinė mokykla";"191715435";"lt";"5"
"609";"2017-03-01 09:21:55";"2017-09-01";"Vilniaus Barboros Radvilaitės pagrindinė mokykla";"195474280";"lt";"5"
"610";"2017-03-01 09:21:56";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"1"
"611";"2017-03-01 09:21:59";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"5"
"612";"2017-03-01 09:21:59";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"612";"2017-03-01 09:21:59";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
"612";"2017-03-01 09:21:59";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"612";"2017-03-01 09:21:59";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"1"
"612";"2017-03-01 09:21:59";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"613";"2017-03-01 09:22:05";"2017-09-01";"Vilniaus Sofijos Kovalevskajos progimnazija";"304075156";"ru";"1"
"614";"2017-03-01 09:22:09";"2017-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"614";"2017-03-01 09:22:09";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
"614";"2017-03-01 09:22:09";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"614";"2017-03-01 09:22:09";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"615";"2017-03-01 09:22:11";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
"615";"2017-03-01 09:22:11";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"615";"2017-03-01 09:22:11";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"615";"2017-03-01 09:22:11";"2017-09-01";"Vilniaus Naujininkų mokykla";"190007344";"lt";"1"
"616";"2017-03-01 09:22:16";"2017-09-01";"Vilniaus ""Žiburio"" pradinė mokykla";"190022638";"lt";"1"
"616";"2017-03-01 09:22:16";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"617";"2017-03-01 09:22:16";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"5"
"617";"2017-03-01 09:22:16";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"5"
"617";"2017-03-01 09:22:16";"2017-09-01";"Vilniaus Žygimanto Augusto pagrindinė mokykla";"290003090";"lt";"5"
"617";"2017-03-01 09:22:16";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"5"
"617";"2017-03-01 09:22:16";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"5"
"618";"2017-03-01 09:22:17";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"1"
"620";"2017-03-01 09:22:19";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"1"
"620";"2017-03-01 09:22:19";"2017-09-01";"Vilniaus Baltupių progimnazija";"190000894";"lt";"1"
"620";"2017-03-01 09:22:19";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"621";"2017-03-01 09:22:21";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"621";"2017-03-01 09:22:21";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"1"
"621";"2017-03-01 09:22:21";"2017-09-01";"Vilniaus Antano Vienuolio progimnazija";"300134205";"lt";"1"
"621";"2017-03-01 09:22:21";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"621";"2017-03-01 09:22:21";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"622";"2017-03-01 09:22:25";"2017-09-01";"Vilniaus Martyno Mažvydo progimnazija";"195003862";"lt";"1"
"623";"2017-03-01 09:22:29";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"1"
"624";"2017-03-01 09:22:31";"2017-09-01";"Vilniaus darželis-mokykla ""Dainorėliai""";"190012291";"lt";"1"
"624";"2017-03-01 09:22:31";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"624";"2017-03-01 09:22:31";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"624";"2017-03-01 09:22:31";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"624";"2017-03-01 09:22:31";"2017-09-01";"Vilniaus Šolomo Aleichemo ORT gimnazija";"190009352";"lt";"1"
"625";"2017-03-01 09:22:33";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"625";"2017-03-01 09:22:33";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"626";"2017-03-01 09:22:33";"2017-09-01";"Vilniaus Simono Daukanto gimnazija";"301806652";"lt";"9"
"626";"2017-03-01 09:22:33";"2017-09-01";"Vilniaus Šolomo Aleichemo ORT gimnazija";"190009352";"lt";"9"
"626";"2017-03-01 09:22:33";"2017-09-01";"Vilniaus Mykolo Biržiškos gimnazija";"190003328";"lt";"9"
"626";"2017-03-01 09:22:33";"2017-09-01";"Vilniaus licėjus";"291221220";"lt";"9"
"626";"2017-03-01 09:22:33";"2017-09-01";"Vilniaus Pilaitės gimnazija";"190006438";"lt";"9"
"627";"2017-03-01 09:22:40";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"627";"2017-03-01 09:22:40";"2017-09-01";"Vilniaus darželis-mokykla ""Dainorėliai""";"190012291";"lt";"1"
"627";"2017-03-01 09:22:40";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"627";"2017-03-01 09:22:40";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"628";"2017-03-01 09:22:41";"2017-09-01";"Vilniaus Fabijoniškių mokykla";"190003851";"lt";"1"
"628";"2017-03-01 09:22:41";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"628";"2017-03-01 09:22:41";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"628";"2017-03-01 09:22:41";"2017-09-01";"Vilniaus Simono Stanevičiaus progimnazija";"290008970";"lt";"1"
"629";"2017-03-01 09:22:42";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"629";"2017-03-01 09:22:42";"2017-09-01";"Vilniaus Simono Stanevičiaus progimnazija";"290008970";"lt";"1"
"630";"2017-03-01 09:22:43";"2017-09-01";"Vilniaus Sofijos Kovalevskajos gimnazija";"304075188";"ru";"9"
"631";"2017-03-01 09:22:43";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"633";"2017-03-01 09:22:50";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"634";"2017-03-01 09:22:50";"2017-09-01";"Vilniaus Žvėryno gimnazija";"190001081";"lt";"5"
"634";"2017-03-01 09:22:50";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"5"
"634";"2017-03-01 09:22:50";"2017-09-01";"Vilniaus Šolomo Aleichemo ORT gimnazija";"190009352";"lt";"5"
"634";"2017-03-01 09:22:50";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"5"
"635";"2017-03-01 09:22:52";"2017-09-01";"Vilniaus Baltupių progimnazija";"190000894";"lt";"1"
"635";"2017-03-01 09:22:52";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"1"
"636";"2017-03-01 09:22:53";"2017-09-01";"Vilniaus Fabijoniškių mokykla";"190003851";"lt";"1"
"636";"2017-03-01 09:22:53";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"637";"2017-03-01 09:22:56";"2017-09-01";"Vilniaus Baltupių progimnazija";"190000894";"lt";"1"
"638";"2017-03-01 09:22:58";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"1"
"638";"2017-03-01 09:22:58";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"638";"2017-03-01 09:22:58";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"639";"2017-03-01 09:23:07";"2017-09-01";"Vilniaus Simono Stanevičiaus progimnazija";"290008970";"lt";"1"
"641";"2017-03-01 09:23:17";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"1"
"642";"2017-03-01 09:23:20";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"642";"2017-03-01 09:23:20";"2017-09-01";"Vilniaus darželis-mokykla ""Dainorėliai""";"190012291";"lt";"1"
"642";"2017-03-01 09:23:20";"2017-09-01";"Vilniaus ""Spindulio"" progimnazija";"190006242";"lt";"1"
"643";"2017-03-01 09:23:21";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"5"
"644";"2017-03-01 09:23:23";"2017-09-01";"Vilniaus Martyno Mažvydo progimnazija";"195003862";"lt";"1"
"645";"2017-03-01 09:23:24";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"645";"2017-03-01 09:23:24";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"645";"2017-03-01 09:23:24";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"645";"2017-03-01 09:23:24";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"645";"2017-03-01 09:23:24";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"1"
"646";"2017-03-01 09:23:28";"2017-09-01";"Vilniaus Medeinos pradinė mokykla";"190032746";"lt";"1"
"647";"2017-03-01 09:23:29";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"648";"2017-03-01 09:23:32";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"5"
"648";"2017-03-01 09:23:32";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"5"
"649";"2017-03-01 09:23:34";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"649";"2017-03-01 09:23:34";"2017-09-01";"Vilniaus ""Vyturio"" pradinė mokykla";"190009167";"lt";"1"
"649";"2017-03-01 09:23:34";"2017-09-01";"Vilniaus ""Spindulio"" progimnazija";"190006242";"lt";"1"
"649";"2017-03-01 09:23:34";"2017-09-01";"Vilniaus darželis-mokykla ""Dainorėliai""";"190012291";"lt";"1"
"649";"2017-03-01 09:23:34";"2017-09-01";"Vilniaus Martyno Mažvydo progimnazija";"195003862";"lt";"1"
"650";"2017-03-01 09:23:34";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"651";"2017-03-01 09:23:36";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"652";"2017-03-01 09:23:36";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"653";"2017-03-01 09:23:36";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"1"
"654";"2017-03-01 09:23:37";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"1"
"655";"2017-03-01 09:23:40";"2017-09-01";"Vilniaus Trakų Vokės gimnazija";"191317260";"lt";"1"
"655";"2017-03-01 09:23:40";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"655";"2017-03-01 09:23:40";"2017-09-01";"Vilniaus Viršuliškių mokykla";"190002379";"lt";"1"
"656";"2017-03-01 09:23:42";"2017-09-01";"Vilniaus Baltupių progimnazija";"190000894";"lt";"5"
"657";"2017-03-01 09:23:43";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"657";"2017-03-01 09:23:43";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"657";"2017-03-01 09:23:43";"2017-09-01";"Vilniaus darželis-mokykla ""Dainorėliai""";"190012291";"lt";"1"
"657";"2017-03-01 09:23:43";"2017-09-01";"Vilniaus Antano Vienuolio progimnazija";"300134205";"lt";"1"
"657";"2017-03-01 09:23:43";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"1"
"658";"2017-03-01 09:23:44";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"1"
"659";"2017-03-01 09:23:45";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"1"
"660";"2017-03-01 09:23:47";"2017-09-01";"Vilniaus ""Vyturio"" pradinė mokykla";"190009167";"lt";"1"
"660";"2017-03-01 09:23:47";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"1"
"661";"2017-03-01 09:23:49";"2017-09-01";"Vilniaus ""Ateities"" mokykla";"190003666";"ru";"1"
"662";"2017-03-01 09:23:54";"2017-09-01";"Vilniaus Sofijos Kovalevskajos gimnazija";"304075188";"ru";"9"
"663";"2017-03-01 09:23:55";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"5"
"663";"2017-03-01 09:23:55";"2017-09-01";"Vilniaus Šolomo Aleichemo ORT gimnazija";"190009352";"lt";"5"
"664";"2017-03-01 09:23:56";"2017-09-01";"Vilniaus savivaldybės Grigiškių pradinė mokykla";"190648581";"lt";"1"
"665";"2017-03-01 09:23:56";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"666";"2017-03-01 09:24:01";"2017-09-01";"Vilniaus Antano Vienuolio progimnazija";"300134205";"lt";"1"
"666";"2017-03-01 09:24:01";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
