PRASYMO_ID;PRASYMO_PATEIKIMO_DATA;LANKYTI_NUO;ISTAIGA;ISTAIGOS_KODAS;KALBA;PAGEIDAUJAMA_LANKYTI_KLASE;MOK_GATV_K;MOK_SENIUNIJOS_NR;DEKLARUOTAS_NUO;MOK_TER_REJ_KODAS
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;736;10;2013-01-01;G1
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;5;736;10;2013-01-01;G1
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;5;736;10;2013-01-01;G1
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;5;736;10;2013-01-01;G1
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;5;736;10;2013-01-01;G1
19;"2017-03-01 08:57:48";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;653;5;2013-02-04;G1
19;"2017-03-01 08:57:48";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;653;5;2013-02-04;G1
19;"2017-03-01 08:57:48";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;653;5;2013-02-04;G1
19;"2017-03-01 08:57:48";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;653;5;2013-02-04;G1
20;"2017-03-01 08:58:20";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;121;4;2012-09-10;G1
20;"2017-03-01 08:58:20";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;121;4;2012-09-10;G1
20;"2017-03-01 08:58:20";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;121;4;2012-09-10;G1
20;"2017-03-01 08:58:20";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;121;4;2012-09-10;G1
21;"2017-03-01 08:58:46";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;536;8;2012-03-22;G1
21;"2017-03-01 08:58:46";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;536;8;2012-03-22;G1
22;"2017-03-01 08:58:57";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;873;1;2010-05-19;G1
23;"2017-03-01 08:58:59";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;5;330;7;2009-02-27;G1
23;"2017-03-01 08:58:59";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;5;330;7;2009-02-27;G1
23;"2017-03-01 08:58:59";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;5;330;7;2009-02-27;G1
24;"2017-03-01 08:59:11";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;789;1;2016-09-08;G1
25;"2017-03-01 08:59:12";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;5;27;11;2014-05-08;G1
25;"2017-03-01 08:59:12";2017-09-01;"Vilniaus Sausio 13-osios mokykla";190005293;lt;5;27;11;2014-05-08;G1
26;"2017-03-01 08:59:18";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;619;9;2010-11-15;G1
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus Gerosios Vilties progimnazija";190004615;lt;1;144;18;2017-02-23;G1
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;144;18;2017-02-23;G1
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;1;144;18;2017-02-23;G1
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;144;18;2017-02-23;G1
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;144;18;2017-02-23;G1
28;"2017-03-01 08:59:29";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;607;2;2010-04-27;G1
29;"2017-03-01 08:59:30";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;121;4;2010-09-14;G1
30;"2017-03-01 08:59:31";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;141;5;2012-06-14;G1
30;"2017-03-01 08:59:31";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;141;5;2012-06-14;G1
30;"2017-03-01 08:59:31";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;141;5;2012-06-14;G1
31;"2017-03-01 08:59:33";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;141;5;2010-07-14;G1
31;"2017-03-01 08:59:33";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;141;5;2010-07-14;G1
32;"2017-03-01 08:59:46";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;345;2;2011-12-23;G1
32;"2017-03-01 08:59:46";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;345;2;2011-12-23;G1
33;"2017-03-01 09:00:04";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;1617;12;2010-11-03;G1
35;"2017-03-01 09:00:13";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;79;11;2010-09-15;G1
35;"2017-03-01 09:00:13";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;79;11;2010-09-15;G1
36;"2017-03-01 09:00:16";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;607;2;2016-06-03;G1
36;"2017-03-01 09:00:16";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;607;2;2016-06-03;G1
36;"2017-03-01 09:00:16";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;607;2;2016-06-03;G1
37;"2017-03-01 09:00:27";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;266;4;2010-04-22;G1
37;"2017-03-01 09:00:27";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;266;4;2010-04-22;G1
37;"2017-03-01 09:00:27";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;266;4;2010-04-22;G1
37;"2017-03-01 09:00:27";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;266;4;2010-04-22;G1
38;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;2653;7;2010-11-30;G1
38;"2017-03-01 09:00:30";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2653;7;2010-11-30;G1
38;"2017-03-01 09:00:30";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;2653;7;2010-11-30;G1
38;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;2653;7;2010-11-30;G1
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;2710;7;2010-03-22;G1
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;2710;7;2010-03-22;G1
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;2710;7;2010-03-22;G1
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;2710;7;2010-03-22;G1
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2710;7;2010-03-22;G1
40;"2017-03-01 09:00:37";2017-09-01;"Vilniaus Žvėryno gimnazija";190001081;lt;5;2143;11;2010-08-24;G1
40;"2017-03-01 09:00:37";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;2143;11;2010-08-24;G1
40;"2017-03-01 09:00:37";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;5;2143;11;2010-08-24;G1
40;"2017-03-01 09:00:37";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;5;2143;11;2010-08-24;G1
41;"2017-03-01 09:00:37";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;910;10;2010-04-22;G1
41;"2017-03-01 09:00:37";2017-09-01;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;1;910;10;2010-04-22;G1
41;"2017-03-01 09:00:37";2017-09-01;"Vilniaus ""Ryto"" progimnazija";190006057;lt;1;910;10;2010-04-22;G1
41;"2017-03-01 09:00:37";2017-09-01;"Vilniaus Petro Vileišio progimnazija";195008119;lt;1;910;10;2010-04-22;G1
42;"2017-03-01 09:00:43";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;412;10;2010-07-15;G1
42;"2017-03-01 09:00:43";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;412;10;2010-07-15;G1
42;"2017-03-01 09:00:43";2017-09-01;"Vilniaus Sausio 13-osios mokykla";190005293;lt;1;412;10;2010-07-15;G1
42;"2017-03-01 09:00:43";2017-09-01;"Vilniaus ""Spindulio"" progimnazija";190006242;lt;1;412;10;2010-07-15;G1
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;330;7;2013-05-27;G1
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;330;7;2013-05-27;G1
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;330;7;2013-05-27;G1
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;1;330;7;2013-05-27;G1
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;330;7;2013-05-27;G1
44;"2017-03-01 09:00:50";2017-09-01;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;1;2362;14;2013-07-02;G1
44;"2017-03-01 09:00:50";2017-09-01;"Vilniaus Barboros Radvilaitės pagrindinė mokykla";195474280;lt;1;2362;14;2013-07-02;G1
45;"2017-03-01 09:00:57";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;1349;1;2010-05-18;G1
45;"2017-03-01 09:00:57";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;1349;1;2010-05-18;G1
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;415;15;2015-04-15;G1
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;415;15;2015-04-15;G1
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus ""Žiburio"" pradinė mokykla";190022638;lt;1;415;15;2015-04-15;G1
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;415;15;2015-04-15;G1
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;1;415;15;2015-04-15;G1
47;"2017-03-01 09:01:06";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;469;8;2011-01-04;G1
47;"2017-03-01 09:01:06";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;469;8;2011-01-04;G1
47;"2017-03-01 09:01:06";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;469;8;2011-01-04;G1
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;492;4;2011-10-25;G1
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;492;4;2011-10-25;G1
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;492;4;2011-10-25;G1
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;492;4;2011-10-25;G1
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;492;4;2011-10-25;G1
49;"2017-03-01 09:01:09";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;2189;13;2010-06-29;G1
49;"2017-03-01 09:01:09";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;2189;13;2010-06-29;G1
49;"2017-03-01 09:01:09";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;2189;13;2010-06-29;G1
49;"2017-03-01 09:01:09";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;2189;13;2010-06-29;G1
49;"2017-03-01 09:01:09";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;2189;13;2010-06-29;G1
50;"2017-03-01 09:01:09";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;316;2;2013-09-23;G1
50;"2017-03-01 09:01:09";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;316;2;2013-09-23;G1
51;"2017-03-01 09:01:21";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;5;;;;
51;"2017-03-01 09:01:21";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;5;;;;
51;"2017-03-01 09:01:21";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;5;;;;
51;"2017-03-01 09:01:21";2017-09-01;"Vilniaus Žvėryno gimnazija";190001081;lt;5;;;;
51;"2017-03-01 09:01:21";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;5;;;;
52;"2017-03-01 09:01:23";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;562;2;2010-04-22;G1
52;"2017-03-01 09:01:23";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;562;2;2010-04-22;G1
52;"2017-03-01 09:01:23";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;562;2;2010-04-22;G1
53;"2017-03-01 09:01:24";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;696;13;2016-10-18;G1
53;"2017-03-01 09:01:24";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;696;13;2016-10-18;G1
53;"2017-03-01 09:01:24";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;696;13;2016-10-18;G1
53;"2017-03-01 09:01:24";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;696;13;2016-10-18;G1
54;"2017-03-01 09:01:40";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;705;2;2010-03-15;G1
55;"2017-03-01 09:01:48";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;168;12;2010-02-22;G1
56;"2017-03-01 09:01:55";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;141;5;2010-07-20;G1
56;"2017-03-01 09:01:55";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;141;5;2010-07-20;G1
57;"2017-03-01 09:01:59";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;1774;1;2012-06-18;G1
58;"2017-03-01 09:02:04";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;694;2;2010-11-26;G1
59;"2017-03-01 09:02:08";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;487;18;2010-10-06;G1
59;"2017-03-01 09:02:08";2017-09-01;"Vilniaus Gerosios Vilties progimnazija";190004615;lt;1;487;18;2010-10-06;G1
59;"2017-03-01 09:02:08";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;487;18;2010-10-06;G1
59;"2017-03-01 09:02:08";2017-09-01;"Vilniaus karaliaus Mindaugo mokykla";190005336;lt;1;487;18;2010-10-06;G1
60;"2017-03-01 09:02:10";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;330;7;2015-03-12;G1
61;"2017-03-01 09:02:12";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2058;7;2012-10-22;G1
62;"2017-03-01 09:02:13";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;442;12;2014-08-19;G1
63;"2017-03-01 09:02:16";2017-09-01;"Vilniaus ""Ryto"" progimnazija";190006057;lt;1;678;10;2010-03-02;G1
64;"2017-03-01 09:02:21";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2710;7;2010-12-01;G1
64;"2017-03-01 09:02:21";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;2710;7;2010-12-01;G1
64;"2017-03-01 09:02:21";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;2710;7;2010-12-01;G1
64;"2017-03-01 09:02:21";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2710;7;2010-12-01;G1
64;"2017-03-01 09:02:21";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;2710;7;2010-12-01;G1
65;"2017-03-01 09:02:38";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;1881;1;2011-03-23;G1
66;"2017-03-01 09:02:40";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;607;2;2010-07-13;G1
67;"2017-03-01 09:02:44";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;5;2893;1;2016-12-09;G1
67;"2017-03-01 09:02:44";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;5;2893;1;2016-12-09;G1
67;"2017-03-01 09:02:44";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;5;2893;1;2016-12-09;G1
68;"2017-03-01 09:02:45";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;350;1;2010-01-19;G1
68;"2017-03-01 09:02:45";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;350;1;2010-01-19;G1
68;"2017-03-01 09:02:45";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;350;1;2010-01-19;G1
68;"2017-03-01 09:02:45";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;350;1;2010-01-19;G1
68;"2017-03-01 09:02:45";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;350;1;2010-01-19;G1
69;"2017-03-01 09:02:51";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;272;7;2016-09-14;G1
69;"2017-03-01 09:02:51";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;272;7;2016-09-14;G1
70;"2017-03-01 09:02:51";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;482;1;2015-01-19;G1
70;"2017-03-01 09:02:51";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;482;1;2015-01-19;G1
70;"2017-03-01 09:02:51";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;482;1;2015-01-19;G1
71;"2017-03-01 09:03:03";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;1618;12;2010-07-07;G1
72;"2017-03-01 09:03:05";2017-09-01;"Vilniaus Vytauto Didžiojo gimnazija";300134269;lt;9;286;19;2014-04-28;G1
72;"2017-03-01 09:03:05";2017-09-01;"Vilniaus Užupio gimnazija";190001124;lt;9;286;19;2014-04-28;G1
72;"2017-03-01 09:03:05";2017-09-01;"Vilniaus Salomėjos Nėries gimnazija";190004387;lt;9;286;19;2014-04-28;G1
72;"2017-03-01 09:03:05";2017-09-01;"Vilniaus Žvėryno gimnazija";190001081;lt;9;286;19;2014-04-28;G1
72;"2017-03-01 09:03:05";2017-09-01;"Vilniaus Jono Basanavičiaus gimnazija";302522904;lt;9;286;19;2014-04-28;G1
73;"2017-03-01 09:03:15";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;4;687;7;2014-01-16;G1
73;"2017-03-01 09:03:15";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;4;687;7;2014-01-16;G1
74;"2017-03-01 09:03:16";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;5;469;8;2012-02-15;G1
75;"2017-03-01 09:03:16";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;5;1802;1;2009-02-04;G1
75;"2017-03-01 09:03:16";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;5;1802;1;2009-02-04;G1
75;"2017-03-01 09:03:16";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;5;1802;1;2009-02-04;G1
76;"2017-03-01 09:03:24";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;492;4;2012-09-11;G1
77;"2017-03-01 09:03:25";2017-09-01;"Vilniaus Sofijos Kovalevskajos progimnazija";304075156;ru;1;355;5;2013-03-18;G1
78;"2017-03-01 09:03:26";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;4;6;2013-11-18;G1
78;"2017-03-01 09:03:26";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;4;6;2013-11-18;G1
79;"2017-03-01 09:03:30";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;5;2861;13;2016-11-02;G1
79;"2017-03-01 09:03:30";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;5;2861;13;2016-11-02;G1
79;"2017-03-01 09:03:30";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;5;2861;13;2016-11-02;G1
79;"2017-03-01 09:03:30";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;2861;13;2016-11-02;G1
79;"2017-03-01 09:03:30";2017-09-01;"Vilniaus Petro Vileišio progimnazija";195008119;lt;5;2861;13;2016-11-02;G1
80;"2017-03-01 09:03:31";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;381;4;2006-04-19;G1
80;"2017-03-01 09:03:31";2017-09-01;"Vilniaus Žvėryno gimnazija";190001081;lt;5;381;4;2006-04-19;G1
81;"2017-03-01 09:03:31";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;819;13;2010-05-28;G1
81;"2017-03-01 09:03:31";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;819;13;2010-05-28;G1
81;"2017-03-01 09:03:31";2017-09-01;"Vilniaus Petro Vileišio progimnazija";195008119;lt;1;819;13;2010-05-28;G1
81;"2017-03-01 09:03:31";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;819;13;2010-05-28;G1
81;"2017-03-01 09:03:31";2017-09-01;"Vilniaus Volungės darželis-mokykla";191713046;lt;1;819;13;2010-05-28;G1
82;"2017-03-01 09:03:37";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;2066;7;2012-09-12;G1
82;"2017-03-01 09:03:37";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2066;7;2012-09-12;G1
82;"2017-03-01 09:03:37";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2066;7;2012-09-12;G1
83;"2017-03-01 09:03:40";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;2969;13;2012-09-28;G1
83;"2017-03-01 09:03:40";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;2969;13;2012-09-28;G1
83;"2017-03-01 09:03:40";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;2969;13;2012-09-28;G1
83;"2017-03-01 09:03:40";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;2969;13;2012-09-28;G1
84;"2017-03-01 09:03:47";2017-09-01;"Vilniaus Barboros Radvilaitės pagrindinė mokykla";195474280;lt;1;2680;14;2012-05-28;G1
84;"2017-03-01 09:03:47";2017-09-01;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;1;2680;14;2012-05-28;G1
84;"2017-03-01 09:03:47";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;2680;14;2012-05-28;G1
84;"2017-03-01 09:03:47";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;2680;14;2012-05-28;G1
84;"2017-03-01 09:03:47";2017-09-01;"Vilniaus ""Vilnies"" pagrindinė mokykla";191715435;lt;1;2680;14;2012-05-28;G1
85;"2017-03-01 09:03:59";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;477;6;2013-12-10;G1
86;"2017-03-01 09:03:59";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;2710;7;2013-10-14;G1
86;"2017-03-01 09:03:59";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;2710;7;2013-10-14;G1
86;"2017-03-01 09:03:59";2017-09-01;"Vilniaus Maironio progimnazija";190002564;lt;1;2710;7;2013-10-14;G1
86;"2017-03-01 09:03:59";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;2710;7;2013-10-14;G1
86;"2017-03-01 09:03:59";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2710;7;2013-10-14;G1
87;"2017-03-01 09:04:02";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;2707;7;2010-11-24;G1
87;"2017-03-01 09:04:02";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;1;2707;7;2010-11-24;G1
87;"2017-03-01 09:04:02";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2707;7;2010-11-24;G1
87;"2017-03-01 09:04:02";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;2707;7;2010-11-24;G1
87;"2017-03-01 09:04:02";2017-09-01;"Vilniaus Maironio progimnazija";190002564;lt;1;2707;7;2010-11-24;G1
88;"2017-03-01 09:04:03";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;266;4;2016-04-17;G1
88;"2017-03-01 09:04:03";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;266;4;2016-04-17;G1
88;"2017-03-01 09:04:03";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;266;4;2016-04-17;G1
88;"2017-03-01 09:04:03";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;266;4;2016-04-17;G1
88;"2017-03-01 09:04:03";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;1;266;4;2016-04-17;G1
89;"2017-03-01 09:04:09";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;2;687;7;2016-05-28;G1
90;"2017-03-01 09:04:12";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;2093;1;2011-01-27;G1
90;"2017-03-01 09:04:12";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;2093;1;2011-01-27;G1
