ID;INSTITUTION;INSTITUTION_CODE;LANGUAGE;CHILD_QUOTA;CLASS_COUNT;CLASS;QUOTA_YEAR;SUBMIT_COUNT
83;"Vilniaus savivaldybės Grigiškių darželis-mokykla ""Pelėdžiukas""";190648396;lt;24;1;1;2017;108
85;"Vilniaus savivaldybės Grigiškių pradinė mokykla";190648581;lt;66;3;1;2017;176
84;"Vilniaus savivaldybės Grigiškių gimnazija";190661333;pl;30;2;1;2017;32
84;"Vilniaus savivaldybės Grigiškių gimnazija";190661333;ru;30;2;1;2017;210
82;"Vilniaus savivaldybės Grigiškių ""Šviesos"" gimnazija";190661671;lt;0;0;1;2017;210
120;"Vilniaus ""Vilnios"" pagrindinė mokykla";190978974;lt;16;1;1;2017;90
79;"Vilniaus Salininkų gimnazija";191317118;lt;44;2;1;2017;241
101;"Vilniaus Trakų Vokės gimnazija";191317260;lt;40;2;1;2017;182
18;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;96;4;1;2017;478
6;"Vilniaus ""Genio"" progimnazija";191665719;lt;168;7;1;2017;1750
3;"Vilniaus ""Atžalyno"" mokykla-darželis";191665861;lt;48;2;1;2017;149
56;"Vilniaus Jono Ivaškevičiaus jaunimo mokykla";191709681;lt;0;0;1;2017;16
112;"Vilniaus Volungės darželis-mokykla";191713046;lt;24;1;1;2017;172
113;"Vilniaus Žaliakalnio darželis-mokykla";191713231;pl;40;2;1;2017;68
88;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;72;3;1;2017;348
21;"Vilniaus ""Vilnies"" pagrindinė mokykla";191715435;lt;24;1;1;2017;174
57;"Vilniaus Jono Pauliaus II gimnazija";191715588;pl;0;0;1;2017;228
76;"Vilniaus Pranciškaus Skorinos gimnazija";191722390;by;20;1;1;2017;87
67;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;192;8;1;2017;913
27;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;96;4;1;2017;967
19;"Vilniaus ""Taikos"" progimnazija";195007889;lt;72;3;1;2017;755
116;"Vilniaus Žėručio pradinė mokykla";195007921;lt;96;4;1;2017;605
77;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;96;4;1;2017;532
74;"Vilniaus Petro Vileišio progimnazija";195008119;lt;52;2;1;2017;706
58;"Vilniaus Jono Pauliaus II progimnazija";195472315;pl;100;4;1;2017;366
110;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;66;3;1;2017;630
45;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;120;5;1;2017;930
35;"Vilniaus Barboros Radvilaitės progimnazija";195474280;lt;96;4;1;2017;441
118;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;66;3;1;2017;571
70;"Vilniaus Naujamiesčio mokykla";290004420;ru;40;2;1;2017;235
105;"Vilniaus Vasilijaus Kačialovo gimnazija";290005860;ru;0;0;1;2017;403
93;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;96;4;1;2017;639
7;"Vilniaus ""Gijos"" jaunimo mokykla";290010850;lt;0;0;1;2017;38
104;"Vilniaus Vaduvos darželis-mokykla";290013960;lt;48;2;1;2017;82
44;"Vilniaus darželis-mokykla ""Žiburėlis""";290028510;lt;0;0;1;2017;12
49;"Vilniaus Gabrielės Petkevičaitės-Bitės suaugusiųjų mokymo centras";291710460;lt;0;0;1;2017;3
115;"Vilniaus Žemynos progimnazija";295472120;lt;96;4;1;2017;1355
32;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;72;3;1;2017;716
109;"Vilniaus Vytauto Didžiojo gimnazija";300134269;lt;0;0;1;2017;1536
91;"Vilniaus Simono Daukanto progimnazija";301806638;lt;96;4;1;2017;1223
90;"Vilniaus Simono Daukanto gimnazija";301806652;lt;0;0;1;2017;1913
100;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;72;3;1;2017;1049
99;"Vilniaus šv. Kristoforo gimnazija";302420721;lt;0;0;1;2017;802
54;"Vilniaus Jono Basanavičiaus gimnazija";302522904;lt;0;0;1;2017;578
55;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;96;4;1;2017;865
33;"Vilniaus Balsių progimnazija";302589995;lt;96;4;1;2017;499
30;"Vilniaus Antakalnio gimnazija";302817872;lt;0;0;1;2017;618
31;"Vilniaus Antakalnio progimnazija";302818006;lt;120;5;1;2017;1190
95;"Vilniaus Sofijos Kovalevskajos progimnazija";304075156;ru;80;3;1;2017;514
94;"Vilniaus Sofijos Kovalevskajos gimnazija";304075188;ru;0;0;1;2017;345
13;"Vilniaus ""Santaros"" gimnazija";304089960;lt;0;0;1;2017;10
13;"Vilniaus ""Santaros"" gimnazija";304089960;ru;0;0;1;2017;290
14;"Vilniaus ""Santaros"" progimnazija";304089978;lt;50;2;1;2017;1
14;"Vilniaus ""Santaros"" progimnazija";304089978;ru;50;2;1;2017;494
