PRASYMO_ID;PRASYMO_PATEIKIMO_DATA;LANKYTI_NUO;ISTAIGA;ISTAIGOS_KODAS;KALBA;PAGEIDAUJAMA_LANKYTI_KLASE;MOK_GATV_K;MOK_SENIUNIJOS_NR;ISTAIGA_PAGAL_TERITORIJA;AR_TERITORINE;CR_1;CR_2;CR_3;CR_4;CR_5;CR_6;CR_7;CR_8;CR_9;CR_10;CR_11;CR_12;CR_13
3281;"2017-03-01 12:34:09";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;5;196;17;195472468;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3283;"2017-03-01 12:34:29";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;398;6;191665719;1;1;0;0;0;1;0;0;0;0;0;0;0;0
3283;"2017-03-01 12:34:29";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;398;6;191665719;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3283;"2017-03-01 12:34:29";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;398;6;191665719;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3283;"2017-03-01 12:34:29";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;398;6;191665719;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3283;"2017-03-01 12:34:29";2017-09-01;"Vilniaus darželis-mokykla ""Dainorėliai""";190012291;lt;1;398;6;191665719;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3286;"2017-03-01 12:35:46";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;340;6;191665719;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3286;"2017-03-01 12:35:46";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;340;6;191665719;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3287;"2017-03-01 12:36:01";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;5;562;2;190022638;0;1;0;0;0;0;1;0;0;0;0;0;0;0
3288;"2017-03-01 12:36:02";2017-09-01;"Vilniaus Sofijos Kovalevskajos gimnazija";304075188;ru;9;536;8;190002411;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3290;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Gerosios Vilties progimnazija";190004615;lt;1;2710;7;190008784;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3290;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;2710;7;190008784;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3290;"2017-03-01 12:36:08";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;2710;7;190008784;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3290;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Trakų Vokės gimnazija";191317260;lt;1;2710;7;190008784;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3290;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;2710;7;190008784;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3291;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2710;7;190003513;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3291;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3291;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3291;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Viršuliškių mokykla";190002379;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3291;"2017-03-01 12:36:08";2017-09-01;"Vilniaus Ozo gimnazija";190009014;lt;1;2710;7;999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3293;"2017-03-01 12:36:16";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;1135;4;195005870;1;1;0;0;0;1;1;0;0;1;0;0;0;0
3294;"2017-03-01 12:36:18";2017-09-01;"Vilniaus Viršuliškių mokykla";190002379;lt;1;1584;1;190000937;0;0;0;0;0;0;1;1;0;0;0;0;0;0
3295;"2017-03-01 12:36:28";2017-09-01;"Vilniaus ""Minties"" gimnazija";190005717;lt;9;27;11;195007921;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3296;"2017-03-01 12:36:40";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;330;7;190032746;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3297;"2017-03-01 12:36:46";2017-08-31;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;5;551;13;302818006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3299;"2017-03-01 12:37:02";2017-09-01;"Vilniaus Aleksandro Puškino mokykla";190003470;ru;1;1749;7;190003470;1;1;0;0;0;0;0;1;0;1;0;0;0;0
3300;"2017-03-01 12:37:02";2017-09-01;"Vilniaus ""Žiburio"" pradinė mokykla";190022638;lt;1;;;999999999;;0;0;0;0;0;0;0;0;1;0;0;0;0
3301;"2017-03-01 12:37:09";2017-09-01;"Vilniaus Salininkų gimnazija";191317118;lt;1;2460;19;191317118;1;1;0;0;0;0;0;1;0;1;0;0;0;0
3302;"2017-03-01 12:37:37";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;5;982;4;195005870;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3305;"2017-03-01 12:38:18";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;1135;4;195005870;1;1;0;0;0;1;1;0;0;1;0;0;0;0
3306;"2017-03-01 12:38:38";2017-09-01;"Vilniaus Vasilijaus Kačialovo gimnazija";290005860;ru;11;1981;1;304089978;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3306;"2017-03-01 12:38:38";2017-09-01;"Vilniaus ""Santaros"" gimnazija";304089960;ru;11;1981;1;304089978;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3306;"2017-03-01 12:38:38";2017-09-01;"Vilniaus Sofijos Kovalevskajos gimnazija";304075188;ru;11;1981;1;304089978;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3306;"2017-03-01 12:38:38";2017-09-01;"Vilniaus ""Juventos"" gimnazija";190008599;ru;11;1981;1;304089978;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3307;"2017-03-01 12:38:51";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;239;3;302420714;1;1;1;0;0;1;0;0;0;0;0;0;0;0
3308;"2017-03-01 12:39:07";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;5;369;13;190001843;1;1;0;0;0;0;1;0;0;0;0;0;0;0
3309;"2017-03-01 12:39:24";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;5;645;17;301806638;1;0;0;0;0;0;0;0;0;0;1;0;0;0
3309;"2017-03-01 12:39:24";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;645;17;301806638;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3309;"2017-03-01 12:39:24";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;5;645;17;301806638;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3309;"2017-03-01 12:39:24";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;5;645;17;301806638;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3309;"2017-03-01 12:39:24";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;5;645;17;301806638;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3310;"2017-03-01 12:39:43";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;693;13;190001843;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3310;"2017-03-01 12:39:43";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;693;13;190001843;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3310;"2017-03-01 12:39:43";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;693;13;190001843;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3310;"2017-03-01 12:39:43";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;693;13;190001843;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3310;"2017-03-01 12:39:43";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;693;13;190001843;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3311;"2017-03-01 12:39:48";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;168;12;195003862;1;1;0;0;0;1;1;0;0;0;0;0;0;0
3313;"2017-03-01 12:39:53";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;121;4;191665480;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3313;"2017-03-01 12:39:53";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;121;4;191665480;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3313;"2017-03-01 12:39:53";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;121;4;191665480;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3314;"2017-03-01 12:40:20";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;5;121;4;191665480;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3314;"2017-03-01 12:40:20";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;5;121;4;191665480;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3315;"2017-03-01 12:40:31";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;562;2;190022638;0;1;0;0;0;0;1;0;0;0;0;0;0;0
3318;"2017-03-01 12:41:07";2017-09-01;"Vilniaus ""Santaros"" progimnazija";304089978;ru;1;292;14;190007910;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3320;"2017-03-01 12:41:23";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;1668;1;190003851;0;1;0;0;0;0;1;0;0;1;0;0;0;0
3321;"2017-03-01 12:41:53";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;5;550;16;195472468;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3322;"2017-03-01 12:42:49";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;168;12;195003862;1;1;0;0;0;1;1;0;0;0;0;0;0;0
3323;"2017-03-01 12:42:55";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;800;1;190000937;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3323;"2017-03-01 12:42:55";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;800;1;190000937;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3324;"2017-03-01 12:43:03";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
3324;"2017-03-01 12:43:03";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
3324;"2017-03-01 12:43:03";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
3324;"2017-03-01 12:43:03";2017-09-01;"Vilniaus ""Ryto"" progimnazija";190006057;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
3325;"2017-03-01 12:43:04";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;382;5;191713384;1;1;0;1;0;0;0;0;0;0;0;0;0;0
3325;"2017-03-01 12:43:04";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;382;5;191713384;0;1;0;1;0;0;0;0;0;0;0;0;0;0
3326;"2017-03-01 12:43:23";2018-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;5;476;6;191665719;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3326;"2017-03-01 12:43:23";2018-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;476;6;191665719;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3327;"2017-03-01 12:43:28";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;432;12;195003862;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3328;"2017-03-01 12:43:38";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;5;568;18;290013960;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3328;"2017-03-01 12:43:38";2017-09-01;"Vilniaus Gerosios Vilties progimnazija";190004615;lt;5;568;18;290013960;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3328;"2017-03-01 12:43:38";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;5;568;18;290013960;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3329;"2017-03-01 12:44:15";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;567;5;190002564;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3329;"2017-03-01 12:44:15";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;567;5;190002564;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3329;"2017-03-01 12:44:15";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;567;5;190002564;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3330;"2017-03-01 12:44:20";2017-09-01;"Vilniaus ""Ryto"" progimnazija";190006057;lt;1;910;10;190006057;1;0;1;0;0;0;0;1;0;0;0;0;0;0
3330;"2017-03-01 12:44:20";2017-09-01;"Vilniaus ""Spindulio"" progimnazija";190006242;lt;1;910;10;190006057;0;0;1;0;0;0;0;1;0;0;0;0;0;0
3330;"2017-03-01 12:44:20";2017-09-01;"Vilniaus Sausio 13-osios mokykla";190005293;lt;1;910;10;190006057;0;0;1;0;0;0;0;1;0;0;0;0;0;0
3331;"2017-03-01 12:44:23";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;125;7;190032365;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3331;"2017-03-01 12:44:23";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;125;7;190032365;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3331;"2017-03-01 12:44:23";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;125;7;190032365;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3331;"2017-03-01 12:44:23";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;125;7;190032365;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3331;"2017-03-01 12:44:23";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;125;7;190032365;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3332;"2017-03-01 12:44:38";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;257;16;301806638;1;1;0;0;0;0;1;0;0;1;0;0;0;0
3333;"2017-03-01 12:44:52";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;563;13;190001843;1;0;1;0;0;0;1;0;0;1;0;0;0;0
3333;"2017-03-01 12:44:52";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;563;13;190001843;0;0;1;0;0;0;1;0;0;1;0;0;0;0
3333;"2017-03-01 12:44:52";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;563;13;190001843;0;0;1;0;0;0;1;0;0;1;0;0;0;0
3335;"2017-03-01 12:45:29";2017-09-01;"Vilniaus Žvėryno gimnazija";190001081;lt;5;910;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3335;"2017-03-01 12:45:29";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;5;910;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3335;"2017-03-01 12:45:29";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;5;910;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3335;"2017-03-01 12:45:29";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;5;910;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3335;"2017-03-01 12:45:29";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;5;910;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3336;"2017-03-01 12:45:51";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;398;6;191665719;1;1;0;0;0;1;0;0;0;0;0;0;0;0
3336;"2017-03-01 12:45:51";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;398;6;191665719;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3336;"2017-03-01 12:45:51";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;398;6;191665719;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3336;"2017-03-01 12:45:51";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;398;6;191665719;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3336;"2017-03-01 12:45:51";2017-09-01;"Vilniaus darželis-mokykla ""Dainorėliai""";190012291;lt;1;398;6;191665719;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3338;"2017-03-01 12:46:10";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2052;7;190003513;1;1;0;0;0;0;1;0;0;0;0;0;0;0
3339;"2017-03-01 12:46:39";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;5;687;7;190032746;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3340;"2017-03-01 12:46:49";2017-09-01;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;1;114;19;190007344;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3340;"2017-03-01 12:46:49";2017-09-01;"Vilniaus darželis-mokykla ""Dainorėliai""";190012291;lt;1;114;19;190007344;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3341;"2017-03-01 12:47:03";2017-09-01;"Vilniaus Barboros Radvilaitės pagrindinė mokykla";195474280;lt;1;135;17;195472468;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3342;"2017-03-01 12:47:05";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;536;8;190008784;0;0;0;1;0;0;0;0;0;0;0;1;0;0
3343;"2017-03-01 12:47:14";2017-09-01;"Vilniaus Sofijos Kovalevskajos progimnazija";304075156;ru;1;141;5;304075156;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3344;"2017-03-01 12:47:22";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;694;2;190002030;1;1;0;0;0;0;0;0;0;1;0;0;0;0
3345;"2017-03-01 12:47:23";2017-09-01;"Vilniaus Levo Karsavino mokykla";190002411;ru;1;910;10;190028139;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3346;"2017-03-01 12:47:36";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;2656;4;190003851;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3346;"2017-03-01 12:47:36";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;2656;4;190003851;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3346;"2017-03-01 12:47:36";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;2656;4;190003851;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3346;"2017-03-01 12:47:36";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;2656;4;190003851;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3346;"2017-03-01 12:47:36";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;2656;4;190003851;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3347;"2017-03-01 12:47:48";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;5;290;16;195472468;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3348;"2017-03-01 12:48:01";2017-09-01;"Vilniaus darželis-mokykla ""Svaja""";190026654;ru;1;27;11;190026654;1;1;1;0;0;0;0;1;0;0;0;0;0;0
3349;"2017-03-01 12:48:05";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;1;0;1
3349;"2017-03-01 12:48:05";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;1;0;1
3349;"2017-03-01 12:48:05";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;1;0;1
3349;"2017-03-01 12:48:05";2017-09-01;"Vilniaus karaliaus Mindaugo mokykla";190005336;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;1;0;1
3350;"2017-03-01 12:49:18";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;662;11;190006395;1;1;0;0;0;0;0;0;0;1;0;0;0;0
3351;"2017-03-01 12:50:23";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;536;8;190009167;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3351;"2017-03-01 12:50:23";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;536;8;190009167;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3351;"2017-03-01 12:50:23";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;536;8;190009167;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3352;"2017-03-01 12:50:39";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;1135;4;190003851;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3352;"2017-03-01 12:50:39";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;1135;4;190003851;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3352;"2017-03-01 12:50:39";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;1135;4;190003851;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3352;"2017-03-01 12:50:39";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;1135;4;190003851;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3352;"2017-03-01 12:50:39";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;1135;4;190003851;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3353;"2017-03-01 12:51:10";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;536;8;190009167;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3353;"2017-03-01 12:51:10";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;536;8;190009167;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3353;"2017-03-01 12:51:10";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;536;8;190009167;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3353;"2017-03-01 12:51:10";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;536;8;190009167;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3355;"2017-03-01 12:51:32";2017-09-01;"Vilniaus Sofijos Kovalevskajos progimnazija";304075156;ru;1;2893;1;304089978;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3355;"2017-03-01 12:51:32";2017-09-01;"Vilniaus Aleksandro Puškino mokykla";190003470;ru;1;2893;1;304089978;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3355;"2017-03-01 12:51:32";2017-09-01;"Vilniaus darželis - mokykla ""Vaivorykštė""";190013393;ru;1;2893;1;304089978;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3355;"2017-03-01 12:51:32";2017-09-01;"Vilniaus ""Santaros"" progimnazija";304089978;ru;1;2893;1;304089978;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3356;"2017-03-01 12:52:06";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;466;13;195472653;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3357;"2017-03-01 12:52:18";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;694;2;195472653;1;1;0;0;0;0;0;0;0;1;0;0;0;0
3358;"2017-03-01 12:52:23";2017-09-01;"Vilniaus darželis - mokykla ""Vaivorykštė""";190013393;ru;1;26;2;304089978;0;1;0;0;0;0;0;1;0;0;0;0;0;0
3359;"2017-03-01 12:53:00";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;573;3;302420714;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3360;"2017-03-01 12:53:02";2017-09-01;"Vilniaus darželis - mokykla ""Vaivorykštė""";190013393;ru;1;133;14;;;0;0;0;0;0;0;0;0;0;0;0;0;0
3361;"2017-03-01 12:53:08";2017-09-01;"Vilniaus karaliaus Mindaugo mokykla";190005336;lt;1;632;17;190005336;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3361;"2017-03-01 12:53:08";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;632;17;190005336;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3361;"2017-03-01 12:53:08";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;632;17;190005336;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3362;"2017-03-01 12:53:52";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;687;7;295472120;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3362;"2017-03-01 12:53:52";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;687;7;295472120;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3362;"2017-03-01 12:53:52";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;687;7;295472120;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3362;"2017-03-01 12:53:52";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;687;7;295472120;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3362;"2017-03-01 12:53:52";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;687;7;295472120;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3363;"2017-03-01 12:54:02";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;831;13;190001843;0;0;1;0;0;0;0;0;0;1;0;0;0;0
3363;"2017-03-01 12:54:02";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;831;13;190001843;1;0;1;0;0;0;0;0;0;1;0;0;0;0
3364;"2017-03-01 12:54:11";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;694;2;195008076;1;1;0;0;0;0;0;0;0;0;0;1;0;1
3364;"2017-03-01 12:54:11";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;694;2;195008076;0;1;0;0;0;0;0;0;0;0;0;1;0;1
