ID;INSTITUTION;INSTITUTION_CODE;LANGUAGE;CHILD_QUOTA;CLASS_COUNT;CLASS;QUOTA_YEAR;SUBMIT_COUNT
50;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;en;94;4;1;2017;1
51;"Vilniaus Gerosios Vilties progimnazija";190004615;lt;96;4;1;2017;1052
52;"Vilniaus Jeruzalės progimnazija";190000937;lt;96;4;1;2017;1934
52;"Vilniaus Jeruzalės progimnazija";190000937;en;96;4;1;2017;1
53;"Vilniaus Joachimo Lelevelio inžinerijos gimnazija";190000175;ru;20;1;1;2017;994
53;"Vilniaus Joachimo Lelevelio inžinerijos gimnazija";190000175;pl;20;1;1;2017;412
53;"Vilniaus Joachimo Lelevelio inžinerijos gimnazija";190000175;lt;20;1;1;2017;6
54;"Vilniaus Jono Basanavičiaus gimnazija";302522904;lt;0;0;1;2017;1907
54;"Vilniaus Jono Basanavičiaus gimnazija";302522904;ru;0;0;1;2017;1
55;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;96;4;1;2017;2554
55;"Vilniaus Jono Basanavičiaus progimnazija";302523034;ru;96;4;1;2017;2
56;"Vilniaus Jono Ivaškevičiaus jaunimo mokykla";191709681;lt;0;0;1;2017;70
57;"Vilniaus Šv. Jono Pauliaus II gimnazija";191715588;pl;0;0;1;2017;759
57;"Vilniaus Šv. Jono Pauliaus II gimnazija";191715588;lt;0;0;1;2017;2
58;"Vilniaus Jono Pauliaus II progimnazija";195472315;pl;100;4;1;2017;1259
58;"Vilniaus Jono Pauliaus II progimnazija";195472315;lt;100;4;1;2017;4
58;"Vilniaus Jono Pauliaus II progimnazija";195472315;ru;100;4;1;2017;1
59;"Vilniaus Juzefo Ignacijaus Kraševskio gimnazija";190007878;pl;20;1;1;2017;425
60;"Vilniaus karaliaus Mindaugo mokykla";190005336;lt;50;2;1;2017;1514
61;"Vilniaus Karoliniškių gimnazija";190008631;lt;0;0;1;2017;2361
62;"Vilniaus Lazdynų mokykla";190005489;ru;35;2;1;2017;3219
62;"Vilniaus Lazdynų mokykla";190005489;lt;35;2;1;2017;456
62;"Vilniaus Lazdynų mokykla";190005489;pl;35;2;1;2017;999
62;"Vilniaus Lazdynų mokykla";190005489;be;35;2;1;2017;3
63;"Vilniaus Levo Karsavino mokykla";190002411;ru;72;3;1;2017;2043
63;"Vilniaus Levo Karsavino mokykla";190002411;lt;72;3;1;2017;7
63;"Vilniaus Levo Karsavino mokykla";190002411;be;72;3;1;2017;13
65;"Vilniaus Liepkalnio mokykla";190007159;ru;48;2;1;2017;810
65;"Vilniaus Liepkalnio mokykla";190007159;pl;48;2;1;2017;402
65;"Vilniaus Liepkalnio mokykla";190007159;be;48;2;1;2017;2
65;"Vilniaus Liepkalnio mokykla";190007159;lt;48;2;1;2017;8
66;"Vilniaus Maironio progimnazija";190002564;lt;48;2;1;2017;1302
67;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;192;8;1;2017;2760
68;"Vilniaus Medeinos pradinė mokykla";190032746;lt;72;3;1;2017;1296
69;"Vilniaus Mykolo Biržiškos gimnazija";190003328;lt;0;0;1;2017;3666
69;"Vilniaus Mykolo Biržiškos gimnazija";190003328;ru;0;0;1;2017;3
69;"Vilniaus Mykolo Biržiškos gimnazija";190003328;pl;0;0;1;2017;1
69;"Vilniaus Mykolo Biržiškos gimnazija";190003328;en;0;0;1;2017;2
70;"Vilniaus Naujamiesčio mokykla";290004420;ru;40;2;1;2017;1162
70;"Vilniaus Naujamiesčio mokykla";290004420;lt;40;2;1;2017;5
70;"Vilniaus Naujamiesčio mokykla";290004420;be;40;2;1;2017;1
71;"Vilniaus Naujininkų progimnazija";190007344;lt;57;3;1;2017;799
71;"Vilniaus Naujininkų progimnazija";190007344;ru;57;3;1;2017;4
73;"Vilniaus Pavilnio pagrindinė mokykla";190008065;pl;7;1;1;2017;188
73;"Vilniaus Pavilnio pagrindinė mokykla";190008065;ru;7;1;1;2017;520
73;"Vilniaus Pavilnio pagrindinė mokykla";190008065;be;7;1;1;2017;2
73;"Vilniaus Pavilnio pagrindinė mokykla";190008065;lt;7;1;1;2017;2
74;"Vilniaus Petro Vileišio progimnazija";195008119;lt;52;2;1;2017;2195
75;"Vilniaus Pilaitės gimnazija";190006438;lt;0;0;1;2017;1535
76;"Vilniaus Pranciškaus Skorinos gimnazija";191722390;be;20;1;1;2017;262
76;"Vilniaus Pranciškaus Skorinos gimnazija";191722390;ru;20;1;1;2017;62
76;"Vilniaus Pranciškaus Skorinos gimnazija";191722390;lt;20;1;1;2017;3
76;"Vilniaus Pranciškaus Skorinos gimnazija";191722390;pl;20;1;1;2017;1
77;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;96;4;1;2017;1444
78;"Vilniaus Radvilų gimnazija";190003285;lt;0;0;1;2017;2026
78;"Vilniaus Radvilų gimnazija";190003285;en;0;0;1;2017;1
79;"Vilniaus Salininkų gimnazija";191317118;lt;44;2;1;2017;783
80;"Vilniaus Salomėjos Nėries gimnazija";190004387;lt;0;0;1;2017;1799
81;"Vilniaus Sausio 13-osios progimnazija";190005293;lt;48;2;1;2017;1494
82;"Vilniaus savivaldybės Grigiškių ""Šviesos"" gimnazija";190661671;lt;0;0;1;2017;973
83;"Vilniaus savivaldybės Grigiškių lopšelis-darželis „Pelėdžiukas“";190648396;lt;24;1;1;2017;111
84;"Vilniaus savivaldybės Grigiškių gimnazija";190661333;ru;30;2;1;2017;898
84;"Vilniaus savivaldybės Grigiškių gimnazija";190661333;pl;30;2;1;2017;200
85;"Vilniaus savivaldybės Grigiškių pradinė mokykla";190648581;lt;66;3;1;2017;342
86;"Vilniaus Senamiesčio mokykla";190006819;ru;0;0;1;2017;23
87;"Vilniaus Senvagės gimnazija";190002226;lt;0;0;1;2017;2408
87;"Vilniaus Senvagės gimnazija";190002226;ru;0;0;1;2017;1
88;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;72;3;1;2017;977
90;"Vilniaus Simono Daukanto gimnazija";301806652;lt;0;0;1;2017;5217
90;"Vilniaus Simono Daukanto gimnazija";301806652;ru;0;0;1;2017;1
91;"Vilniaus Simono Daukanto progimnazija";301806638;lt;96;4;1;2017;3141
92;"Vilniaus Simono Konarskio gimnazija";190005140;pl;66;3;1;2017;639
93;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;96;4;1;2017;2154
93;"Vilniaus Simono Stanevičiaus progimnazija";290008970;ru;96;4;1;2017;6
93;"Vilniaus Simono Stanevičiaus progimnazija";290008970;pl;96;4;1;2017;1
94;"Vilniaus Sofijos Kovalevskajos gimnazija";304075188;ru;0;0;1;2017;1067
94;"Vilniaus Sofijos Kovalevskajos gimnazija";304075188;be;0;0;1;2017;2
95;"Vilniaus Sofijos Kovalevskajos progimnazija";304075156;ru;80;3;1;2017;1703
95;"Vilniaus Sofijos Kovalevskajos progimnazija";304075156;be;80;3;1;2017;10
95;"Vilniaus Sofijos Kovalevskajos progimnazija";304075156;lt;80;3;1;2017;8
96;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;52;2;1;2017;1514
96;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;ru;52;2;1;2017;9
97;"Vilniaus specialiojo ugdymo centras ""Aidas""";190017790;lt;0;0;1;2017;13
99;"Vilniaus šv. Kristoforo gimnazija";302420721;lt;0;0;1;2017;2973
100;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;72;3;1;2017;3161
100;"Vilniaus šv. Kristoforo progimnazija";302420714;en;72;3;1;2017;1
100;"Vilniaus šv. Kristoforo progimnazija";302420714;ru;72;3;1;2017;1
101;"Vilniaus Trakų Vokės gimnazija";191317260;lt;40;2;1;2017;652
101;"Vilniaus Trakų Vokės gimnazija";191317260;ru;40;2;1;2017;1
102;"Vilniaus Tuskulėnų gimnazija";190002030;lt;96;4;1;2017;1887
102;"Vilniaus Tuskulėnų gimnazija";190002030;ru;96;4;1;2017;1
103;"Vilniaus Užupio gimnazija";190001124;lt;0;0;1;2017;3242
104;"Vilniaus Vaduvos darželis-mokykla";290013960;lt;48;2;1;2017;247
104;"Vilniaus Vaduvos darželis-mokykla";290013960;ru;48;2;1;2017;1
105;"Vilniaus Vasilijaus Kačialovo gimnazija";290005860;ru;0;0;1;2017;1661
105;"Vilniaus Vasilijaus Kačialovo gimnazija";290005860;lt;0;0;1;2017;3
105;"Vilniaus Vasilijaus Kačialovo gimnazija";290005860;be;0;0;1;2017;3
105;"Vilniaus Vasilijaus Kačialovo gimnazija";290005860;en;0;0;1;2017;1
107;"Vilniaus Vilkpėdės lopšelis-darželis";190016699;lt;0;0;1;2017;17
108;"Vilniaus Viršuliškių progimnazija";190002379;lt;96;4;1;2017;1308
108;"Vilniaus Viršuliškių progimnazija";190002379;ru;96;4;1;2017;1
109;"Vilniaus Vytauto Didžiojo gimnazija";300134269;lt;0;0;1;2017;4387
110;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;66;3;1;2017;1770
111;"Vilniaus Vladislavo Sirokomlės gimnazija";190001462;pl;70;3;1;2017;748
111;"Vilniaus Vladislavo Sirokomlės gimnazija";190001462;lt;70;3;1;2017;2
111;"Vilniaus Vladislavo Sirokomlės gimnazija";190001462;ru;70;3;1;2017;1
112;"Vilniaus Volungės darželis-mokykla";191713046;lt;24;1;1;2017;558
112;"Vilniaus Volungės darželis-mokykla";191713046;ru;24;1;1;2017;1
113;"Vilniaus Žaliakalnio darželis-mokykla";191713231;pl;40;2;1;2017;240
114;"Vilniaus Žemynos gimnazija";190008827;lt;0;0;1;2017;3535
114;"Vilniaus Žemynos gimnazija";190008827;ru;0;0;1;2017;8
114;"Vilniaus Žemynos gimnazija";190008827;en;0;0;1;2017;3
115;"Vilniaus Žemynos progimnazija";295472120;lt;96;4;1;2017;3926
116;"Vilniaus Žėručio pradinė mokykla";195007921;lt;96;4;1;2017;1532
116;"Vilniaus Žėručio pradinė mokykla";195007921;ru;96;4;1;2017;1
117;"Vilniaus Žirmūnų gimnazija";190000360;lt;0;0;1;2017;3017
117;"Vilniaus Žirmūnų gimnazija";190000360;en;0;0;1;2017;1
118;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;66;3;1;2017;1676
118;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;ru;66;3;1;2017;1
119;"Vilniaus Žvėryno gimnazija";190001081;lt;0;0;1;2017;3043
